2019-11-27 20:15:30.807 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:30.807 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:1, pending tasks:0
2019-11-27 20:15:30.808 parsl:225 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 1
2019-11-27 20:15:30.811 parsl:248 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Got tasks: [5] of 5
2019-11-27 20:15:30.812 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:1, pending tasks:1
2019-11-27 20:15:30.812 parsl:225 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 1
2019-11-27 20:15:30.813 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:30.813 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:1, pending tasks:0
2019-11-27 20:15:30.814 parsl:225 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 1
2019-11-27 20:15:30.835 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:30.836 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:30.876 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:30.877 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:30.957 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:30.958 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:31.119 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:31.119 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:31.440 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:31.441 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:32.082 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.083 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:1, pending tasks:0
2019-11-27 20:15:32.083 parsl:225 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 1
2019-11-27 20:15:32.086 parsl:248 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Got tasks: [6] of 6
2019-11-27 20:15:32.086 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:1, pending tasks:1
2019-11-27 20:15:32.087 parsl:225 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 1
2019-11-27 20:15:32.088 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
