2019-11-28 20:25:33.345 parsl:592 Rank:0 [INFO]  Python version: 3.5.2 (default, Oct  8 2019, 13:06:37) 
[GCC 5.4.0 20160609]
2019-11-28 20:25:33.345 parsl:593 Rank:0 [INFO]  Debug logging: True
2019-11-28 20:25:33.345 parsl:594 Rank:0 [INFO]  Log dir: /home/mpiuser/Downloads/parallel-parsl-workflow/runinfo/000/htex_Local
2019-11-28 20:25:33.345 parsl:595 Rank:0 [INFO]  Manager ID: 753fd25ce596
2019-11-28 20:25:33.345 parsl:596 Rank:0 [INFO]  Block ID: 0
2019-11-28 20:25:33.345 parsl:597 Rank:0 [INFO]  cores_per_worker: 1
2019-11-28 20:25:33.345 parsl:598 Rank:0 [INFO]  mem_per_worker: None
2019-11-28 20:25:33.345 parsl:599 Rank:0 [INFO]  task_url: tcp://127.0.0.1:54782
2019-11-28 20:25:33.346 parsl:600 Rank:0 [INFO]  result_url: tcp://127.0.0.1:54195
2019-11-28 20:25:33.346 parsl:601 Rank:0 [INFO]  max_workers: inf
2019-11-28 20:25:33.346 parsl:602 Rank:0 [INFO]  poll_period: 10
2019-11-28 20:25:33.346 parsl:603 Rank:0 [INFO]  Prefetch capacity: 0
2019-11-28 20:25:33.346 parsl:108 Rank:0 [INFO]  Manager started
2019-11-28 20:25:33.346 parsl:122 Rank:0 [INFO]  Manager connected
2019-11-28 20:25:33.347 parsl:148 Rank:0 [INFO]  Manager will spawn 4 workers
2019-11-28 20:25:33.422 parsl:370 Rank:0 [DEBUG]  Manager synced with workers
2019-11-28 20:25:33.423 parsl:199 Rank:0 [INFO]  [TASK PULL THREAD] starting
2019-11-28 20:25:33.423 parsl:279 Rank:0 [DEBUG]  [RESULT_PUSH_THREAD] Starting thread
2019-11-28 20:25:33.424 parsl:282 Rank:0 [DEBUG]  [RESULT_PUSH_THREAD] push poll period: 0.01
2019-11-28 20:25:33.424 parsl:315 Rank:0 [DEBUG]  [WORKER_WATCHDOG_THREAD] Starting thread
2019-11-28 20:25:33.424 parsl:385 Rank:0 [INFO]  Loop start
2019-11-28 20:25:33.426 parsl:205 Rank:0 [DEBUG]  Sending registration message: b'{"os": "Linux", "reg_time": "2019-11-28 20:25:33", "prefetch_capacity": 0, "block_id": "0", "dir": "/home/mpiuser/Downloads/parallel-parsl-workflow", "parsl_v": "0.9.0", "cpu_count": 2, "python_v": "3.5.2", "hostname": "kalpani-Aspire-E5-574G", "worker_count": 4, "total_memory": 8225275904, "max_capacity": 4}'
2019-11-28 20:25:33.426 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:3, pending tasks:0
